organization,district,timestamp,pm25_value,pm25_citywide,latitude,longitude,flag_ถนน,flag_ทางเท้า,flag_แสงสว่าง,flag_ความสะอาด,flag_ขยะ,flag_น้ำท่วม,flag_ระบายน้ำ,flag_จราจร,flag_สายไฟ,flag_ต้นไม้,flag_ความปลอดภัย,flag_สัตว์,flag_เสียง,flag_กลิ่น,flag_สะพาน,flag_คลอง,report_hour
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-10-05T00:45:21.197Z,26.0,13.182926829268293,100.4146,13.63199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"เขตบางกะปิ,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200)",บางกะปิ,2022-10-05T00:46:06.013Z,16.0,13.182926829268293,100.66481,13.77194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"เขตยานนาวา,ฝ่ายสิ่งแวดล้อมฯ เขตยานนาวา,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ยานนาวา,2022-10-05T00:47:16.089Z,19.0,13.182926829268293,100.54267,13.70949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"เขตบางขุนเทียน,ฝ่ายโยธา เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-10-05T00:47:25.483Z,26.0,13.182926829268293,100.41108,13.62866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"เขตยานนาวา,การทางพิเศษแห่งประเทศไทย",ยานนาวา,2022-10-05T00:57:20.346Z,19.0,13.182926829268293,100.53886,13.67253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
"เขตพญาไท,กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-10-05T01:07:54.501Z,12.0,13.182926829268293,100.55029,13.78898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"เขตบางนา,ฝ่ายโยธา เขตบางนา,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",บางนา,2022-10-05T01:29:22.800Z,14.5,13.182926829268293,100.5983,13.67663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-10-05T01:34:42.302Z,9.0,13.182926829268293,100.58368,13.87179,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"เขตปทุมวัน,ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปทุมวัน,2022-10-05T01:35:44.825Z,25.0,13.182926829268293,100.54382,13.74368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"เขตยานนาวา,สน.บางโพงพาง,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 5 (บก.น.5)",ยานนาวา,2022-10-05T01:46:57.114Z,19.0,13.182926829268293,100.53093,13.68097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"เขตหลักสี่,กรมทางหลวง",หลักสี่,2022-10-05T02:01:50.575Z,9.0,13.182926829268293,100.5771,13.88694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"เขตดินแดง,ฝ่ายเทศกิจ เขตดินแดง,ฝ่ายรักษาความสะอาดฯ เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-10-05T02:02:19.952Z,27.5,13.182926829268293,100.54599,13.76338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-10-05T02:21:35.542Z,26.0,13.182926829268293,100.44002,13.67253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"แขวงทางหลวงธนบุรี กรมทางหลวง,เขตบางขุนเทียน",บางขุนเทียน,2022-10-05T02:46:15.893Z,26.0,13.182926829268293,100.4333,13.62678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"เขตบางซื่อ,ฝ่ายรักษาความสะอาดฯ เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T02:48:58.920Z,7.0,13.182926829268293,100.53228,13.81726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"เขตดินแดง,ฝ่ายโยธา เขตดินแดง,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200),ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-10-05T02:58:05.724Z,27.5,13.182926829268293,100.5468,13.7624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"เขตบางกะปิ,ฝ่ายรักษาความสะอาดฯ เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-10-05T03:05:05.828Z,16.0,13.182926829268293,100.65193,13.77239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
"กระทรวงคมนาคม,เขตบางนา,ฝ่ายโยธา เขตบางนา,การทางพิเศษแห่งประเทศไทย,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",บางนา,2022-10-05T03:21:49.099Z,14.5,13.182926829268293,100.60429,13.67449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
"เขตบางซื่อ,ฝ่ายโยธา เขตบางซื่อ,การไฟฟ้านครหลวง เขตสามเสน,การไฟฟ้านครหลวง MEA,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T03:29:29.507Z,7.0,13.182926829268293,100.53381,13.81985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-10-05T03:34:35.522Z,26.0,13.182926829268293,100.43141,13.60585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-10-05T03:38:08.775Z,26.0,13.182926829268293,100.43463,13.6053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
"เขตบางซื่อ,สน.เตาปูน,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 2 (บก.น.2),ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T03:39:16.808Z,7.0,13.182926829268293,100.53216,13.81916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
"เขตบางกะปิ,ฝ่ายเทศกิจ เขตบางกะปิ,ฝ่ายพัฒนาชุมชนฯ เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-10-05T03:51:13.436Z,16.0,13.182926829268293,100.65012,13.76376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
"เขตดินแดง,ฝ่ายเทศกิจ เขตดินแดง",ดินแดง,2022-10-05T04:02:01.042Z,27.5,13.182926829268293,100.55693,13.76528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตวังทองหลาง,สำนักการโยธา กทม.,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200),กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.",วังทองหลาง,2022-10-05T04:03:30.075Z,20.0,13.182926829268293,100.59755,13.78674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",วังทองหลาง,2022-10-05T04:11:21.167Z,20.0,13.182926829268293,100.60375,13.77876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตพญาไท,ฝ่ายเทศกิจ เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-10-05T04:13:35.434Z,12.0,13.182926829268293,100.54068,13.76939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
"เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-10-05T04:15:51.861Z,16.0,13.182926829268293,100.65482,13.75885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
"เขตบางซื่อ,ฝ่ายรักษาความสะอาดฯ เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T04:16:56.478Z,7.0,13.182926829268293,100.53206,13.82617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตบางซื่อ,ฝ่ายรักษาความสะอาดฯ เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T04:23:42.632Z,7.0,13.182926829268293,100.52674,13.82694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,เขตบางขุนเทียน",บางขุนเทียน,2022-10-05T04:39:41.763Z,26.0,13.182926829268293,100.44384,13.62829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตพญาไท,กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-10-05T04:42:35.836Z,12.0,13.182926829268293,100.531,13.77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
"เขตดินแดง,สน.ลุมพินี,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-10-05T05:05:52.171Z,27.5,13.182926829268293,100.57022,13.76635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตดินแดง,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-10-05T05:34:26.049Z,27.5,13.182926829268293,100.5688,13.76831,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-10-05T05:43:03.095Z,26.0,13.182926829268293,100.44985,13.61551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตบางนา,ฝ่ายโยธา เขตบางนา,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",บางนา,2022-10-05T05:44:57.621Z,14.5,13.182926829268293,100.6161,13.67325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตบางซื่อ,ฝ่ายสิ่งแวดล้อมฯ เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T05:52:06.808Z,7.0,13.182926829268293,100.53493,13.80695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตดินแดง,สำนักการโยธา กทม.,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร),กองควบคุมการก่อสร้าง สำนักการโยธา (กคส.สนย.) กทม.,กลุ่มงานควบคุมการก่อสร้าง 4 กองควบคุมการก่อสร้าง (กคส.สนย.)",ดินแดง,2022-10-05T06:04:38.057Z,27.5,13.182926829268293,100.55502,13.77134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตยานนาวา,ฝ่ายทะเบียน เขตยานนาวา,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ยานนาวา,2022-10-05T06:09:38.989Z,19.0,13.182926829268293,100.54268,13.69635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตดินแดง,ฝ่ายเทศกิจ เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-10-05T06:22:55.775Z,27.5,13.182926829268293,100.57079,13.76719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตดินแดง,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-10-05T06:37:41.704Z,27.5,13.182926829268293,100.55703,13.75762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตปทุมวัน,สำนักการโยธา กทม.,ฝ่ายเทศกิจ เขตปทุมวัน,ฝ่ายโยธา เขตปทุมวัน,ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปทุมวัน,2022-10-05T06:53:36.878Z,25.0,13.182926829268293,100.54321,13.7403,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตบางซื่อ,ฝ่ายเทศกิจ เขตบางซื่อ,การไฟฟ้านครหลวง เขตบางใหญ่,การไฟฟ้านครหลวง MEA,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T07:01:15.037Z,7.0,13.182926829268293,100.52993,13.82717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-10-05T07:16:59.866Z,26.0,13.182926829268293,100.4494,13.61075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-10-05T07:18:40.225Z,26.0,13.182926829268293,100.43132,13.60633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตบางนา,สำนักการโยธา กทม.,ฝ่ายโยธา เขตบางนา,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร),สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",บางนา,2022-10-05T07:20:03.900Z,14.5,13.182926829268293,100.60925,13.67973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตธนบุรี,ฝ่ายรักษาความสะอาดฯ เขตธนบุรี,ผอ.เขตธนบุรี (ว่าที่ ร.ต.เดชาธร),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ธนบุรี,2022-10-05T07:20:30.491Z,24.0,13.182926829268293,100.47734,13.72121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-10-05T07:20:42.925Z,9.0,13.182926829268293,100.58004,13.89702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตดินแดง,สำนักการโยธา กทม.,ฝ่ายโยธา เขตดินแดง,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 2 ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ดินแดง,2022-10-05T07:22:28.310Z,27.5,13.182926829268293,100.56908,13.76488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตปทุมวัน,ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปทุมวัน,2022-10-05T07:29:07.078Z,25.0,13.182926829268293,100.54157,13.73098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตบางซื่อ,ฝ่ายสิ่งแวดล้อมฯ เขตบางซื่อ,กรุงเทพโปร่งใส,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T07:30:34.983Z,7.0,13.182926829268293,100.53493,13.80695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตบางซื่อ,การประปานครหลวง กปน. (Metropolitan Waterworks Authority - MWA),สำนักงานประปาสาขาประชาชื่น สสช.,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T07:52:05.104Z,7.0,13.182926829268293,100.53002,13.81272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตดินแดง,ฝ่ายสิ่งแวดล้อมฯ เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-10-05T07:53:13.758Z,27.5,13.182926829268293,100.54764,13.76187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตหลักสี่,สน.ทุ่งสองห้อง,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 2 (บก.น.2),ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-10-05T08:12:40.600Z,9.0,13.182926829268293,100.54766,13.85841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตบางซื่อ,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200)",บางซื่อ,2022-10-05T08:27:35.228Z,7.0,13.182926829268293,100.52822,13.80978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
"เขตห้วยขวาง,ฝ่ายรักษาความสะอาดฯ เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-10-05T08:39:35.044Z,8.0,13.182926829268293,100.59332,13.75122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตบางขุนเทียน,สน.แสมดำ,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 9 (บก.น.9),ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-10-05T08:41:39.492Z,26.0,13.182926829268293,100.40324,13.60662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตปทุมวัน,สำนักการโยธา กทม.,ศูนย์ก่อสร้างและบูรณะถนน 2 ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ปทุมวัน,2022-10-05T08:49:02.397Z,25.0,13.182926829268293,100.54884,13.74296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตหลักสี่,กรมทางหลวง,การไฟฟ้านครหลวง เขตนนทบุรี,การไฟฟ้านครหลวง MEA",หลักสี่,2022-10-05T08:53:35.270Z,9.0,13.182926829268293,100.57996,13.88494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตบางซื่อ,ฝ่ายโยธา เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-10-05T08:55:27.531Z,7.0,13.182926829268293,100.53351,13.80509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตหลักสี่,กรมทางหลวง,การไฟฟ้านครหลวง เขตนนทบุรี,การไฟฟ้านครหลวง MEA",หลักสี่,2022-10-05T08:58:14.706Z,9.0,13.182926829268293,100.58061,13.88458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตบางนา,กรมทางหลวง,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",บางนา,2022-10-05T09:07:26.578Z,14.5,13.182926829268293,100.60712,13.67289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตห้วยขวาง,สำนักการโยธา กทม.",ห้วยขวาง,2022-10-05T09:09:21.147Z,8.0,13.182926829268293,100.58686,13.7697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-10-05T09:16:54.987Z,9.0,13.182926829268293,100.55453,13.87273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตหลักสี่,กรมทางหลวง",หลักสี่,2022-10-05T09:17:15.939Z,9.0,13.182926829268293,100.58657,13.88133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
